name,label,concept
S0804_C04_061E,Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over!!INDUSTRY!!Armed forces,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS FOR WORKPLACE GEOGRAPHY
S0506_C01_118E,Estimate!!Total!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Married-couple family,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  LATIN AMERICA
S2704_C01_028E,Estimate!!Total!!COVERAGE ALONE!!Public health insurance alone!!Medicaid/means tested coverage alone,PUBLIC HEALTH INSURANCE COVERAGE BY TYPE AND SELECTED CHARACTERISTICS
S0701PR_C01_036E,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO
S2702PR_C02_102E,Estimate!!Total Uninsured!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!100 to 149 percent of the poverty level,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
S2702PR_C02_101E,Estimate!!Total Uninsured!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!50 to 99 percent of the poverty level,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
S0506_C01_119E,Estimate!!Total!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Married-couple family!!With related children of the householder under 18 years,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  LATIN AMERICA
S2704_C01_027E,Estimate!!Total!!COVERAGE ALONE!!Public health insurance alone!!Medicare coverage alone,PUBLIC HEALTH INSURANCE COVERAGE BY TYPE AND SELECTED CHARACTERISTICS
S0503_C02_069E,"Estimate!!Foreign born; Born in Europe!!Civilian employed population 16 years and over!!OCCUPATION!!Management, business, science, and arts occupations",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  EUROPE
S0701PR_C01_037E,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO
S2704_C01_026E,Estimate!!Total!!COVERAGE ALONE!!Public health insurance alone,PUBLIC HEALTH INSURANCE COVERAGE BY TYPE AND SELECTED CHARACTERISTICS
S0503_C02_068E,Estimate!!Foreign born; Born in Europe!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Unpaid family workers,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  EUROPE
S2702PR_C02_104E,Estimate!!Total Uninsured!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!200 to 299 percent of the poverty level,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
S0701PR_C01_038E,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO
S2704_C01_025E,Estimate!!Total!!PUBLIC HEALTH INSURANCE ALONE OR IN COMBINATION!!75 years and over,PUBLIC HEALTH INSURANCE COVERAGE BY TYPE AND SELECTED CHARACTERISTICS
S0503_C02_067E,Estimate!!Foreign born; Born in Europe!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Self-employed workers in own not incorporated business,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  EUROPE
S2702PR_C02_103E,Estimate!!Total Uninsured!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!150 to 199 percent of the poverty level,SELECTED CHARACTERISTICS OF THE UNINSURED IN PUERTO RICO
S0701PR_C01_039E,Estimate!!Total!!INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO
S2603_C07_088E,Estimate!!Military quarters/military ships!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE (5 TYPES)
S0102_C02_050E,Estimate!!60 years and over!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the United States!!Different county,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S2101_C06_012E,Estimate!!Percent Nonveterans!!Civilian population 18 years and over!!AGE!!65 to 74 years,VETERAN STATUS
S2404_C02_025E,"Estimate!!Male!!Full-time, year-round civilian employed population 16 years and over!!Arts, entertainment, and recreation, and accommodation and food services:!!Accommodation and food services","INDUSTRY BY SEX FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER"
S1501_C02_007E,Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade,EDUCATIONAL ATTAINMENT
S2201_C04_037E,Estimate!!Percent households receiving food stamps/SNAP!!WORK STATUS!!Families!!1 worker in past 12 months,FOOD STAMPS/SUPPLEMENTAL NUTRITION ASSISTANCE PROGRAM (SNAP)
S2801_C02_023E,"Estimate!!Percent!!Total households!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Less than $20,000:!!Without an Internet subscription",TYPES OF COMPUTERS AND INTERNET SUBSCRIPTIONS
S0701PR_C01_016E,Estimate!!Total!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO
S0804_C04_079E,Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!15 to 19 minutes,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS FOR WORKPLACE GEOGRAPHY
S0102_C02_051E,Estimate!!60 years and over!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the United States!!Different county!!Same state,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S2101_C06_011E,Estimate!!Percent Nonveterans!!Civilian population 18 years and over!!AGE!!55 to 64 years,VETERAN STATUS
S0503_C02_089E,"Estimate!!Foreign born; Born in Europe!!EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$10,000 to $14,999",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  EUROPE
S2404_C02_026E,"Estimate!!Male!!Full-time, year-round civilian employed population 16 years and over!!Other services, except public administration","INDUSTRY BY SEX FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER"
S2603_C07_087E,Estimate!!Military quarters/military ships!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE (5 TYPES)
S1501_C02_008E,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma",EDUCATIONAL ATTAINMENT
S2801_C02_022E,"Estimate!!Percent!!Total households!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Less than $20,000:!!With a broadband Internet subscription",TYPES OF COMPUTERS AND INTERNET SUBSCRIPTIONS
S2201_C04_036E,Estimate!!Percent households receiving food stamps/SNAP!!WORK STATUS!!Families!!No workers in past 12 months,FOOD STAMPS/SUPPLEMENTAL NUTRITION ASSISTANCE PROGRAM (SNAP)
S0701PR_C01_017E,Estimate!!Total!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO
S1501_C02_005E,Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Bachelor's degree or higher,EDUCATIONAL ATTAINMENT
S2404_C02_027E,"Estimate!!Male!!Full-time, year-round civilian employed population 16 years and over!!Public administration","INDUSTRY BY SEX FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER"
S0503_C02_088E,"Estimate!!Foreign born; Born in Europe!!EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$1 to $9,999 or loss",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  EUROPE
S0701PR_C01_018E,Estimate!!Total!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO
S2801_C02_021E,"Estimate!!Percent!!Total households!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Less than $20,000:!!With dial-up Internet subscription alone",TYPES OF COMPUTERS AND INTERNET SUBSCRIPTIONS
S2101_C06_010E,Estimate!!Percent Nonveterans!!Civilian population 18 years and over!!AGE!!35 to 54 years,VETERAN STATUS
S1501_C02_006E,Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over,EDUCATIONAL ATTAINMENT
S2603_C07_089E,Estimate!!Military quarters/military ships!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE (5 TYPES)
S0503_C02_087E,"Estimate!!Foreign born; Born in Europe!!EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  EUROPE
S2801_C02_020E,"Estimate!!Percent!!Total households!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Less than $20,000:",TYPES OF COMPUTERS AND INTERNET SUBSCRIPTIONS
S0701PR_C01_019E,Estimate!!Total!!Population 1 year and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO
S2201_C04_038E,Estimate!!Percent households receiving food stamps/SNAP!!WORK STATUS!!Families!!2 or more workers in past 12 months,FOOD STAMPS/SUPPLEMENTAL NUTRITION ASSISTANCE PROGRAM (SNAP)
S0804_C04_076E,Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TIME ARRIVING AT WORK!!9:00 a.m. to 11:59 p.m.,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS FOR WORKPLACE GEOGRAPHY
S2801_C02_027E,"Estimate!!Percent!!Total households!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!$20,000 to $74,999:!!Without an Internet subscription",TYPES OF COMPUTERS AND INTERNET SUBSCRIPTIONS
S1501_C02_003E,Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!High school graduate (includes equivalency),EDUCATIONAL ATTAINMENT
S1902_C02_019E,Estimate!!Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population,MEAN INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)
S2404_C02_021E,"Estimate!!Male!!Full-time, year-round civilian employed population 16 years and over!!Educational services, and health care and social assistance:!!Educational services","INDUSTRY BY SEX FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER"
S0503_C02_086E,Estimate!!Foreign born; Born in Europe!!Civilian employed population 16 years and over!!INDUSTRY!!Public administration,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  EUROPE
S2101_C06_016E,Estimate!!Percent Nonveterans!!Civilian population 18 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone,VETERAN STATUS
S2201_C04_033E,"Estimate!!Percent households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!White alone, not Hispanic or Latino",FOOD STAMPS/SUPPLEMENTAL NUTRITION ASSISTANCE PROGRAM (SNAP)
S2701_C04_002E,Estimate!!Uninsured!!Civilian noninstitutionalized population!!AGE!!Under 6 years,SELECTED CHARACTERISTICS OF HEALTH INSURANCE COVERAGE IN THE UNITED STATES
S0506_C01_110E,Estimate!!Total!!INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Households!!Average number of workers per household,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  LATIN AMERICA
S0804_C04_075E,Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TIME ARRIVING AT WORK!!8:30 a.m. to 8:59 a.m.,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS FOR WORKPLACE GEOGRAPHY
S1501_C02_004E,Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Some college or associate's degree,EDUCATIONAL ATTAINMENT
S1902_C02_018E,"Estimate!!Percent Distribution!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other",MEAN INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)
S0503_C02_085E,Estimate!!Foreign born; Born in Europe!!Civilian employed population 16 years and over!!INDUSTRY!!Other services (except public administration),SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  EUROPE
S2404_C02_022E,"Estimate!!Male!!Full-time, year-round civilian employed population 16 years and over!!Educational services, and health care and social assistance:!!Health care and social assistance","INDUSTRY BY SEX FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER"
S2701_C04_001E,Estimate!!Uninsured!!Civilian noninstitutionalized population,SELECTED CHARACTERISTICS OF HEALTH INSURANCE COVERAGE IN THE UNITED STATES
S2101_C06_015E,Estimate!!Percent Nonveterans!!Civilian population 18 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Black or African American alone,VETERAN STATUS
S2201_C04_032E,Estimate!!Percent households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Hispanic or Latino origin (of any race),FOOD STAMPS/SUPPLEMENTAL NUTRITION ASSISTANCE PROGRAM (SNAP)
S2801_C02_026E,"Estimate!!Percent!!Total households!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!$20,000 to $74,999:!!With a broadband Internet subscription",TYPES OF COMPUTERS AND INTERNET SUBSCRIPTIONS
S0506_C01_111E,Estimate!!Total!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  LATIN AMERICA
S0506_C01_112E,Estimate!!Total!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!Below 100 percent of the poverty level,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  LATIN AMERICA
S0804_C04_078E,Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!10 to 14 minutes,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS FOR WORKPLACE GEOGRAPHY
S1501_C02_001E,Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years,EDUCATIONAL ATTAINMENT
S2701_C04_004E,Estimate!!Uninsured!!Civilian noninstitutionalized population!!AGE!!19 to 25 years,SELECTED CHARACTERISTICS OF HEALTH INSURANCE COVERAGE IN THE UNITED STATES
S1902_C02_017E,"Estimate!!Percent Distribution!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, both spouses worked",MEAN INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)
S2404_C02_023E,"Estimate!!Male!!Full-time, year-round civilian employed population 16 years and over!!Arts, entertainment, and recreation, and accommodation and food services:","INDUSTRY BY SEX FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER"
S0503_C02_084E,"Estimate!!Foreign born; Born in Europe!!Civilian employed population 16 years and over!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  EUROPE
S2101_C06_014E,Estimate!!Percent Nonveterans!!Civilian population 18 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone,VETERAN STATUS
S2201_C04_035E,Estimate!!Percent households receiving food stamps/SNAP!!WORK STATUS!!Families,FOOD STAMPS/SUPPLEMENTAL NUTRITION ASSISTANCE PROGRAM (SNAP)
S2801_C02_025E,"Estimate!!Percent!!Total households!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!$20,000 to $74,999:!!With dial-up Internet subscription alone",TYPES OF COMPUTERS AND INTERNET SUBSCRIPTIONS
S0506_C01_113E,Estimate!!Total!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!100 to 199 percent of the poverty level,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  LATIN AMERICA
S1501_C02_002E,Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Less than high school graduate,EDUCATIONAL ATTAINMENT
S0804_C04_077E,Estimate!!Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!Less than 10 minutes,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS FOR WORKPLACE GEOGRAPHY
S1902_C02_016E,"Estimate!!Percent Distribution!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other",MEAN INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)
S2101_C06_013E,Estimate!!Percent Nonveterans!!Civilian population 18 years and over!!AGE!!75 years and over,VETERAN STATUS
S2701_C04_003E,Estimate!!Uninsured!!Civilian noninstitutionalized population!!AGE!!6 to 18 years,SELECTED CHARACTERISTICS OF HEALTH INSURANCE COVERAGE IN THE UNITED STATES
S2404_C02_024E,"Estimate!!Male!!Full-time, year-round civilian employed population 16 years and over!!Arts, entertainment, and recreation, and accommodation and food services:!!Arts, entertainment, and recreation","INDUSTRY BY SEX FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER"
S2201_C04_034E,Estimate!!Percent households receiving food stamps/SNAP!!Households!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Median income (dollars),FOOD STAMPS/SUPPLEMENTAL NUTRITION ASSISTANCE PROGRAM (SNAP)
S2801_C02_024E,"Estimate!!Percent!!Total households!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!$20,000 to $74,999:",TYPES OF COMPUTERS AND INTERNET SUBSCRIPTIONS
S0503_C02_083E,"Estimate!!Foreign born; Born in Europe!!Civilian employed population 16 years and over!!INDUSTRY!!Educational services, and health care and social assistance",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  EUROPE
S0102_C02_058E,"Estimate!!60 years and over!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born!!Entered  2000 to 2009",POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S2602_C04_068E,"Estimate!!Nursing facilities/skilled nursing facilities!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born!!Naturalized U.S. citizen!!Male",CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE (3 TYPES)
S2603_C07_080E,Estimate!!Military quarters/military ships!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population excluding population born at sea!!Other,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE (5 TYPES)
